Lon,Lat,Clave,Edo,Est,Tmax
-109.99,29.12,MATAPE,SON,M·tape Son. REMAS*,36.2
-110.93,29.39,TRACALITA,SON,Tracalita Son. REMAS*,39.5
-110.31,29.44,URES,SON,Ures Son. REMAS*,39.5
-110.93,29.55,SELVA,SON,Selva Son. REMAS*,39.9
-108.97,29.69,NACORI,SON,N·cori Chico Son. REMAS*,36.5
-110.21,29.97,BANAMICHI,SON,Ban·michi Son. REMAS*,37.9
-109.79,30.19,CUMPAS,SON,Cumpas Son. REMAS*,39.8
-108.92,30.39,BACERAC,SON,Bacerac Son. REMAS*,36.5
-111.56,30.47,CORRALES,SON,Los Corrales Son. REMAS*,40.2
-108.96,30.51,BAVISPE,SON,Bavispe Son. REMAS*,37.3
-111.21,30.79,ALMAS,SON,Las Palmas Son. REMAS*,38.6
-112.78,30.83,LOLEYTA,SON,Loleyta Son. REMAS*,39.4
-112.03,31,CUCHUJAQUI,SON,Cuchujaqui Son. REMAS*,39.9
-110.6,31.19,SANTACRUZS,SON,Santa Cruz Son. REMAS*,34.3
-110.91,31.3,NOGALES,SON,Nogales Son. SMN*,34.5
-113.3,31.68,PINACATE,SON,El Pinacate Son. SMN*,40.0
-112.85,31.87,SONOYTA,SON,Sonoyta Son. SMN*,40.3
-114.92,32.17,COLONIA,SON,Colonia Medano Son. REMAS*,40.9
-115.01,32.25,VALENZUELA,SON,Rancho Valenzuela Son. REMAS*,40.7
-114.87,32.33,PIVOTE,SON,Rancho El Pivote Son. REMAS*,41.7
-114.85,32.44,MONUMENTOS,SON,Monumentos Son. REMAS*,41.9
-109.6,26.82,HUATABAMPO,SON,Huatabampo Son. REMAS*,35.5
-109.58,27.05,CHUCARIT,SON,Chucarit Son. REMAS*,38.0
-110.8,27.95,EPLSO,SON,Observatorio de Empalme Son.,35.9
-109.08,29.43,PDNSO,SON,Paso N·cori Son.,39.2
-109.69,30.37,NCZSO,SON,Observatorio de Nacozari Son.,34.8
-111.83,30.71,ALTSO,SON,Observatorio de Altar Son.,41.5
-113.55,31.35,PT2SO,SON,Observatorio de Puerto PeÒasco Son.,35.9
-114.8,32.42,RCOLORADO,SON,San Luis RÌo Colorado Son. SMN*,41.1
-111.92,28.82,BAHIAKINO,SON,BahÌa de Kino Son. SMN*,34.1
-111.36,28.56,CUICHI,SON,Cuichi Son. REMAS*,38.0
-110.96,29.91,QUEROBABI,SON,Querobabi Son. REMAS*,38.6
-109.83,27.4,MMCN,SON,Aeropuerto Internacional de Ciudad ObregÛn Son.*,37.2
-110.92,27.97,MMGM,SON,Aeropuerto Internacional de Guaymas Son.*,35.0
-111.05,29.09,MMHO,SON,Aeropuerto Internacional de Hermosillo Son.*,40.7
-112.44,30.77,CABORCA,SON,Caborca Son. SMN*,41.7
-111.72,29.06,DOLORES,SON,Dolores Jam Son. REMAS*,40.0
-109.04,26.43,EZAPATAS,SON,Ejido Emiliano Zapata Sur Son. REMAS*,36.9
-111.26,28.98,SANTONINO,SON,Santo NiÒo Son. REMAS*,39.9
-111.59,28.98,ELROSARIO2SO,SON,El Rosario 2 Son. REMAS*,39.8
-110.16,27.32,BLOCK1213,SON,Block 1213 Son. REMAS*,36.7
-113.54,31.3,PTOPENASCOob,SON,Observatorio de Puerto PeÒasco Son. SMN*,36.2
-109.89,27.75,AGCSO,SON,Agua Caliente Son.,36.4
-109.64,28.98,PECSO,SON,Plutarco ElÌas Calles Son.,38.2
-110.4,28.43,IRASO,SON,Ignacio R. Alatorre Son.,37.7
-110.24,28.71,SJPSO,SON,San JosÈ de Pimas Son.,39.4
-110.55,27.58,GUAYMASMAR,SON,Guaymas Son. SEMAR*,34.0
-110.14,29.67,BAVIACORA,SON,Bavi·cora Son. REMAS*,38.2
-113.54,31.31,PTOPENASCOMAR,SON,Puerto PeÒasco Son. SEMAR*,34.6
-109.84,27.13,VJZSO,SON,Villa Ju·rez Son.,39.4
-108.97,26.8,CHINO,SON,Chino Gordo Son. REMAS*,36.2
-109.58,26.96,CAMPO20,SON,Campo el 20 Son. REMAS*,37.3
-110.72,30.34,LADRILLERA,SON,La Ladrillera Son. REMAS*,38.1
-111.15,30.54,TIERRAVIEJA,SON,Campo Tierra Vieja Son.REMAS*,39.0
-114.97,32.3,BONFIL,SON,Despepite Bonfil Nuevo LeÛn Son. REMAS*,41.5
-111.76,29.24,CHIPILON,SON,ChipilÛn Son. REMAS*,40.2
-109.53,26.81,REGLA,SON,La Regla Son. REMAS*,37.0
-110.26,27.28,BLOCK1423,SON,Block 1423 Son. REMAS*,36.0
-109.5,29.53,TPCSO,SON,Tepache Son.,40.6
-110.57,29.71,RAYSO,SON,RayÛn Son.,39.4
-109.5,26.91,TRESCARLOS,SON,Tres Carlos Son. INIFAP*,36.8
-109.69,27.03,BUAYSIACOBE,SON,Buaysiacobe Son. INIFAP*,36.5
-109.71,27.21,BLOCK1730,SON,Block 1730 Son. INIFAP*,38.7
-109.11,27.23,ARCSO,SON,Adolfo Ruiz Cortines Son.,37.1
-109.84,27.28,BLOCK1418,SON,Block 1418 Son. INIFAP*,36.8
-109.93,27.37,OBOSO,SON,Observatorio Cd. ObregÛn Son.,38.8
-110.1,27.41,BLOCK609,SON,Block 609 Son. INIFAP*,37.8
-109.93,27.5,COBSO,SON,Ciudad ObregÛn Son.,40.0
-110.12,27.51,BLOCK111,SON,Block 111 Son. INIFAP*,37.7
-110.01,27.55,PELJAZMIN,SON,Predio El JazmÌn Son. INIFAP*,38.4
-109.89,27.82,AOBSO,SON,Alvaro ObregÛn Son.,39.0
-111.25,28.31,SAHUARALA,SON,Sahuaral Son. INIFAP*,38.9
-111.56,28.61,PERICOI,SON,Perico 1 Son. INIFAP*,37.4
-111.36,28.79,ELBERVANO,SON,El Bervano Son. INIFAP*,39.9
-114.93,32.41,MOCTEZUMA,SON,Moctezuma Son. INIFAP*,41.2
-109.7,26.75,TOROCOBA,SON,Torocoba Son. REMAS*,35.2
-110.87,30.68,LAHUERFANA,SON,La HuÈrfana Son. REMAS*,38.0
-111.82,30.6,EUGENIA,SON,MarÌa Eugenia Son. REMAS*,41.5
-110.88,27.92,SRNGUAYMASmar,SON,Sexta RegiÛn Naval de Guaymas Son. SEMAR*,34.8
-112.35,30.51,SURCABORACA,SON,Sur Caborca Son. REMAS*,41.0
-112.87,30.74,COSTERO,SON,El Costero Son. REMAS*,38.9
-112.91,30.85,RIVERA,SON,La Rivera Son. REMAS*,38.6
-110.8,27.95,EMPALMEob,SON,Observatorio de Empalme Son. SMN*,35.0
-112.46,30.77,CABORCAEX,SON,Caborca Exportadora Son. REMAS*,40.5
-112.49,30.84,SANLUIS,SON,San Luis Son. INIFAP*,40.3
-111.23,30.05,CARRIZO,SON,El Carrizo Son. REMAS*,39.0
-109.56,31.24,AGUAPRIETA,SON,km 9 Ejido Agua Prieta Son. REMAS*,35.7
-110.24,30.6,BCNSO,SON,Bacanuchi Son.,35.5
-111.4,30.61,LOMA,SON,La Loma Son. REMAS*,39.2
-109.94,27.49,OBREGONob,SON,Observatorio de ObregÛn Son. SMN*,38.0
-109.68,30.37,PNACOZARIob,SON,Observatorio de Pilares de Nacozari Son. SMN*,35.4
-108.94,27.02,ALASO,SON,¡lamos Son. SMN*,34.2
-108.94,27.02,ALMSO,SON,¡lamos Son.,34.0
-109.75,27.12,BLOCK228,SON,Block 228 Son. REMAS*,37.6
-109.4,27.13,TESIA,SON,Tesia Son. INIFAP*,38.0
-109.93,27.23,BLOCK1608,SON,Block 1608 Lote 20 Son. REMAS*,36.7
-109.93,27.62,CORRAL,SON,EstaciÛn Corral Son. REMAS*,38.5
-110.66,28.3,ORTIZ,SON,Ortiz Son. REMAS*,39.6
-111.83,30.71,ALTARob,SON,Observatorio de Altar Son. SMN*,40.5
-110.93,29.08,HERMOSILLOob,SON,Observatorio de Hermosillo Son. SMN*,41.4
-92.75,17.38,OXOTB,TAB,Oxolot·n Tab.,35.6
-91.48,17.43,BDCTB,TAB,Boca del Cerro Tab.,34.4
-92.97,17.57,TEATB,TAB,Teapa Tab.,35.6
-92.94,17.57,PUYTB,TAB,Puyacatengo Tab.,34.3
-92.6,17.77,MACTB,TAB,Macuspana Tab.,36.9
-93.38,18,CARTB,TAB,C·rdenas Tab.,36.4
-92.88,17.85,PNVTB,TAB,Pueblo Nuevo Tab.,36.0
-93,17.98,GONTB,TAB,Gonz·lez Tab.,35.9
-92.92,17.98,EMUTB,TAB,Villahermosa Muelle Tab.,36.1
-92.81,18.04,EPOTB,TAB,El Porvenir Tab.,35.9
-93.33,18.42,PARAISO,TAB,ParaÌso Tab. SMN*,34.0
-92.78,17.46,TAPTB,TAB,Tapijulapa Tab.,35.4
-91.16,17.79,SPTTB,TAB,San Pedro Tab.,34.8
-92.82,18,MMVA,TAB,Aeropuerto Internacional de Villahermosa Tab.*,36.6
-91.23,17.29,CUSUMACINTA,TAB,CaÒÛn Usumacinta Tab. SMN*,34.3
-92.65,18.41,PCENTLA,TAB,Pantanos de Centla Tab. SMN*,36.0
-93.28,18,SAMTB,TAB,Samaria Tab.,36.5
-92.65,18.52,FRONTERAmar,TAB,Frontera Tab. SEMAR*,33.8
-99.27,24.02,STETP,TAMP,Santa Engracia Tamps.,33.4
-97.93,22.39,BALTP,TAMP,Bombas Altamira Tamps.,32.8
-98.42,22.41,TMSTP,TAMP,TamesÌ Tamps.,32.1
-98.69,22.6,ERCTP,TAMP,Estudiante Ramiro Caballero Dorantes Tamps.,33.6
-98.87,22.78,SDATP,TAMP,Saca de Agua Tamps.,32.2
-98.71,22.8,MGSTP,TAMP,MagiscatzÌn Dos Tamps.,34.2
-99.12,22.85,LSRTP,TAMP,La Servilleta Tamps.,32.4
-99.03,22.84,RFRTP,TAMP,RÌo FrÌo Tamps.,33.9
-98.79,22.94,SLZTP,TAMP,Lic. Emilio Portes Gil Tamps.,32.8
-99.09,23.03,SBNTP,TAMP,Sabinas Tamps.,32.4
-98.79,23.09,SGBTP,TAMP,San Gabriel Tamps.,32.6
-97.99,23.26,RSPTP,TAMP,Rep˙blica EspaÒola Tamps.,33.3
-99.08,23.38,ENNTP,TAMP,La Encantada Tamps.,30.3
-99.17,23.72,CVCTP,TAMP,Observatorio de Ciudad Victoria Tamps.,35.6
-98.75,23.73,PDMTP,TAMP,Paso de Molina Tamps.,35.5
-98.67,23.96,VGRTP,TAMP,Vicente Guerrero Tamps.,34.2
-98.9,24.04,PADTP,TAMP,Padilla Tamps.,37.3
-98.39,24.07,ABSTP,TAMP,Abasolo Tamps.,34.5
-99.12,24.08,BR1TP,TAMP,El Barretal Uno Tamps.,35.3
-99.22,24.1,BRRTP,TAMP,El Barretal Tamps.,34.8
-99.02,24.21,PILTP,TAMP,PilÛn Tamps.,35.4
-99.58,24.18,PVLTP,TAMP,Puerto de Valles Tamps.,32.5
-99.56,24.25,PJMTP,TAMP,Pedro JosÈ MÈndez Tamps.,33.5
-99.43,24.25,MHGTP,TAMP,Miguel Hidalgo Tamps.,36.5
-99.55,24.57,MAGTP,TAMP,Magueyes Tamps.,34.4
-98.16,24.84,FDOTP,TAMP,San Fernando Tamps.,33.0
-97.82,25.97,CONTP,TAMP,Control Tamps.,34.6
-97.8,25.7,VHMTP,TAMP,Valle Hermoso Tamps.,34.0
-97.8,25.8,PANTP,TAMP,Pueblo An·huac Tamps.,34.7
-97.52,25.83,MATTP,TAMP,Matamoros Tamps.,34.2
-97.8,25.91,VCATP,TAMP,Villa C·rdenas Tamps.,34.7
-99.19,23.73,CVTTP,TAMP,Ciudad Victoria Tamps.,35.6
-99.15,22.99,AHLTP,TAMP,Ahualulco Tamps.,34.2
-98.94,23.94,CORTP,TAMP,Corona Tamps.,34.2
-97.95,23.17,LAETP,TAMP,La Esperanza Tamps.,32.8
-98.21,23.76,SLMTP,TAMP,Observatorio de Soto la Marina Tamps.,35.2
-99.55,24.57,VSMTP,TAMP,Victoria San Marcos Tamps.,32.5
-98.59,25.12,MENTP,TAMP,Mendez Tamps.,34.7
-98.93,26.2,MRGTP,TAMP,Marte Rodolfo GÛmez Tamps.,36.4
-98.96,23.71,MMCV,TAMP,Aeropuerto Internacional de Ciudad Victoria Tamps.*,33.5
-97.53,25.77,MMMA,TAMP,Aeropuerto Internacional de Matamoros Tamps.*,33.4
-98.23,26.01,MMRX,TAMP,Aeropuerto Internacional de Reynosa Tamps.*,35.1
-99.57,27.45,MMNL,TAMP,Aeropuerto Internacional de Nuevo Laredo Tamps.*,37.5
-97.86,22.29,MMTM,TAMP,Aeropuerto Internacional de Tampico Tamps.*,31.1
-98.98,22.74,CIUDADMANTE,TAMP,Ciudad Mante Tamps. SMN*,34.4
-99.49,24.3,VILLAGRAN,TAMP,Villagr·n Tamps. SMN*,33.5
-97.93,22.39,ALTAMIRAob,TAMP,Observatorio de Altamira Tamps. SMN*,33.3
-99.23,26.57,CPPFALCONmar,TAMP,CapitanÌa de Puerto de Presa FalcÛn Tamps. SEMAR*,35.7
-97.88,22.24,TMPTP,TAMP,Sistema Lagunero del RÌo TamesÌ Tamps.,32.9
-98.29,26.08,RYATP,TAMP,S J 3 42 Reynosa Tamps.,35.9
-98.88,26.17,RYNTP,TAMP,S J 2 9 Reynosa Tamps.,36.0
-98.6,26.24,CDOTP,TAMP,S J 2 18 Ciudad DÌaz Ordaz Tamps.,36.0
-98,25.97,RIBTP,TAMP,RÌo Bravo Tamps.,34.9
-97.77,19.3,CUATL,TLAX,Cuapiaxtla Tlax.,23.1
-97.65,19.32,ECTTL,TLAX,El Carmen Tequexquitla Tlax.,26.0
-98.25,19.32,OBSTL,TLAX,Observatorio de Tlaxcala Tlax.,25.6
-98.2,19.56,SJATL,TLAX,San JosÈ Atlanga Tlax.,22.7
-98.56,19.59,CPPTL,TLAX,Calpulalpan Tlax.,21.3
-98.13,19.43,APITL,TLAX,Apizaco Tlax.,22.7
-97.95,19.31,HUATL,TLAX,Huamantla Tlax. SMN*,23.2
-98.04,19.3,MALINCHEI,TLAX,La Malinche 1 Tlax. SMN*,19.4
-98.23,19.32,TLAXCALAob,TLAX,Observatorio de Tlaxcala Tlax. SMN*,26.5
-95.03,18.52,SONVC,VER,Sontecomapan Ver.,32.5
-96.97,19.45,TAPVC,VER,Tapachapan Ver.,26.6
-96.97,19.55,OTIVC,VER,Otilpan Ver.,26.3
-94.92,17.42,LPEVC,VER,Las Perlas Ver.,34.0
-95.03,17.43,JCRVC,VER,Jes˙s Carranza Ver.,34.2
-94.09,17.87,JDCVC,VER,San JosÈ del Carmen Ver.,32.7
-95.13,17.88,SJEVC,VER,San Juan Evangelista Ver.,35.0
-94.77,18.14,MNZVC,VER,Minzapan Ver.,31.9
-95.35,18.25,LAUVC,VER,Lauchapan Ver.,32.3
-95.56,18.27,GARVC,VER,Garro Ver.,34.7
-96.37,19.36,CRDVC,VER,Cardel Ver.,34.0
-96.93,19.48,BRIVC,VER,Briones Ver.,25.2
-96.59,19.5,ACTVC,VER,Actopan Ver.,33.5
-96.85,19.55,XCFVC,VER,Xalapa CFE Ver.,25.8
-97.02,19.6,JOYVC,VER,La Joya Ver.,20.0
-97.23,19.76,ALTVC,VER,Altotonga Ver.,23.2
-96.98,20.05,LIBVC,VER,Libertad Ver.,34.4
-97.81,20.89,SBTVC,VER,Sombrerete Ver.,31.7
-98.36,21.3,PSNVC,VER,PlatÛn S·nchez Ver.,34.8
-98.41,21.5,TMPVC,VER,Tempoal Ver.,33.3
-98.16,21.74,CHYVC,VER,Paso de Piedras Ver.,30.8
-98.46,21.77,HGOVC,VER,El Higo Ver.,32.8
-98.5,21.83,OLVVC,VER,El Olivo Ver.,33.7
-98.18,22.06,PNCVC,VER,P·nuco Ver.,33.8
-98.29,21.19,HLSVC,VER,Los Hules Ver.,33.2
-94.16,17.57,TMOVC,VER,Tierra Morada Ver.,33.4
-97.27,19.55,PEROTESMN,VER,Perote Ver. SMN*,22.4
-96.92,19.81,TNCVC,VER,Tenochtitl·n Ver.,30.2
-95.3,18.14,CTTVC,VER,Cuatotolapan Ver.,32.5
-95.42,18.47,TZAVC,VER,Tres Zapotes Ver.,33.0
-97.1,18.85,ORZVC,VER,Observatorio de Orizaba Ver.,26.8
-96.11,19.15,VERVC,VER,Observatorio de Veracruz Ver.,32.5
-96.95,19.18,HTSVC,VER,Huatusco Ver.,25.0
-97.4,20.96,TXPVC,VER,Observatorio de Tuxpan Ver.,33.5
-94.58,18.1,MMMT,VER,Aeropuerto Internacional de Minatitl·n Ver.*,31.2
-96.19,19.14,MMVR,VER,Aeropuerto Internacional de Veracruz Ver.*,32.0
-97.46,20.6,MMPA,VER,Aeropuerto de Poza Rica Ver.*,32.0
-97.54,21.07,CLHVC,VER,Chalahuite Ver.,33.0
-94.93,18.38,TUXTLASII,VER,Los Tuxtlas 2 Ver. SMN*,27.2
-97.24,18.93,LOMAGRANDE,VER,Loma Grande Ver. SMN*,17.3
-96.86,19.55,XCAVC,VER,Xalapa Castillo ProtecciÛn Civil Ver.,27.0
-96.92,18.89,CORDOBASGT,VER,CÛrdoba Ver. SGT*,30.5
-95.97,19.04,ELSALADOMAR,VER,El Salado Ver. SEMAR*,31.0
-94.4,18.1,COTVC,VER,Observatorio de Coatzacoalcos Ver.,32.1
-95.98,19.06,ANTONmar,VER,AntÛn Lizardo Ver. SEMAR*,31.4
-96.41,19.73,LVERDEmar,VER,Laguna Verde Ver. SEMAR*,32.2
-98.15,21.04,TRRVC,VER,Terrerillos Ver.,33.6
-96.13,19.2,IOGYMCmar,VER,Instituto Oceanogr·fico del Golfo y Mar Caribe Ver. SEMAR*,31.3
-97.88,21.33,CITLALTEPEC,VER,Citlaltepec Ver. SMN*,32.7
-96.94,19.45,COAVC,VER,Coatepec Ver.,28.0
-96.36,19.41,ENRVC,VER,El Naranjillo Ver.,35.5
-94.93,18.04,ACAYUCAN,VER,Acayucan Ver. SMN*,33.7
-96.1,18.19,CDAVC,VER,Ciudad Alem·n Ver. SMN*,34.1
-95.44,18.58,ARCVC,VER,Angel Rosario Cabada Ver.,33.4
-97.04,18.85,PTUXPANGO,VER,Presa Tuxpango Ver. SMN*,27.2
-96.49,19.34,TAMVC,VER,Tamarindo Ver.,33.7
-96.55,19.4,IDOVC,VER,Idolos Ver.,34.1
-96.84,19.7,ACAVC,VER,Acatl·n Ver.,23.6
-97.05,20.07,MDTVC,VER,MartÌnez de la Torre Ver.,34.1
-96.16,19.07,ETEVC,VER,El Tejar Ver.,32.9
-96.93,19.51,XBSVC,VER,Xalapa Base PC Ver.,26.9
-96.92,19.54,XCNVC,VER,Xalapa Constituyentes PC Ver.,27.5
-96.95,19.56,XAYVC,VER,Xalapa Plan de Ayala PC Ver.,25.0
-97.23,18.92,LGRVC,VER,Loma Grande Ver.,25.7
-94.67,17.95,JALVC,VER,Jaltip·n Ver.,33.9
-96.97,19.38,TCOVC,VER,Teocelo Ver.,26.2
-97,20.48,CPTECOLUTLAmar,VER,CapitanÌa de Puerto de Tecolutla Ver. SEMAR*,30.4
-97.36,20.95,QUINTAZNAVALmar,VER,Quinta Zona Naval de Tuxpan Ver. SEMAR*,31.6
-96.36,18.45,TBPVC,VER,Tierra Blanca AC Ver.,35.6
-97.42,20.96,TUXPANob,VER,Observatorio de Tuxpan Ver. SMN*,33.3
-96.19,19.14,ASUVC,VER,ASUR Ver.,32.5
-88.93,20.13,PETYC,YUC,Peto Yuc.,34.0
-89.39,20.29,OXKYC,YUC,Oxkutzcab Yuc.,37.2
-89.56,20.4,TICYC,YUC,Ticul Yuc.,36.5
-89.08,20.46,CANYC,YUC,Cantamayec Yuc.,35.9
-89.71,20.49,MUNYC,YUC,Muna Yuc.,36.6
-89.83,20.75,CHOYC,YUC,Chochol· Yuc.,37.0
-89.65,20.95,MEOYC,YUC,Observatorio de MÈrida Yuc.,35.9
-89.66,20.98,GARYC,YUC,Organismo de Cuenca PenÌnsula de Yucat·n Yuc.,37.2
-89.64,21.03,CICYC,YUC,Centro de InvestigaciÛn CientÌfica Yuc.,37.3
-87.99,21.16,TIZIMIN,YUC,TizimÌn Yuc. SMN*,36.2
-87.68,21.51,CYOYC,YUC,El Cuyo Yuc.,32.2
-88.17,21.16,TIZYC,YUC,TizimÌn Yuc.,34.9
-89.22,19.88,BECYC,YUC,BecanchÈn Yuc.,35.6
-90.38,20.86,CELYC,YUC,Celest˙n Yuc. SMN*,33.9
-89.44,21.11,MOCYC,YUC,Mococh· Yuc.,35.5
-89.3,21.1,MTOYC,YUC,Motul Yuc.,36.3
-88.16,21.57,RILYC,YUC,RÌo Lagartos Yuc. SMN*,34.0
-88.2,20.69,VALYC,YUC,Observatorio de Valladolid Yuc.,36.1
-89.65,21.28,PROYC,YUC,Observatorio de Progreso Yuc.,34.0
-89.66,20.93,MMMD,YUC,Aeropuerto Internacional de MÈrida Yuc.*,35.0
-88.45,20.64,MMCT,YUC,Aeropuerto Internacional de ChichÈn Itz· Yuc.*,33.4
-89.64,21.05,FIYYC,YUC,Facultad de IngenierÌa Universidad AutÛnoma de Yucat·n Yuc.,35.3
-89.5,21.08,CONYC,YUC,Conkal Yuc.,36.5
-89.68,20.65,ABAYC,YUC,Abal· Yuc.,35.1
-88.16,21.57,RLAYC,YUC,RÌo Lagartos Yuc.,33.5
-88.22,20.68,VALLADOLIDob,YUC,Observatorio de Valladolid Yuc. SMN*,36.9
-89.05,20.03,TANYC,YUC,TantaquÌn Yuc.,35.2
-89.58,20.98,EZAYC,YUC,Emiliano Zapata Yuc.,36.1
-88.9,21.39,DZILAM,YUC,Dzilam Yuc. SMN*,31.4
-89.65,21.3,PROGRESOob,YUC,Observatorio de Progreso Yuc. SMN*,33.8
-103.51,24.29,SGOZC,ZAC,Santiago Zac.,27.1
-102.85,21.36,NCTZC,ZAC,Nochistl·n Zac.,26.5
-103.34,21.59,VILZC,ZAC,JosÈ MarÌa Morelos Zac.,33.5
-103.35,21.65,EXCZC,ZAC,Miguel Alem·n Zac.,29.2
-103.31,21.77,TLLZC,ZAC,Tlaltenango Zac.,28.6
-103.46,21.81,ATGZC,ZAC,Atolinga Zac.,23.5
-102.9,22,CHIZC,ZAC,El Chique Zac.,28.7
-101.4,22.12,PINZC,ZAC,Pino Su·rez Zac.,22.9
-102.86,22.12,TAYZC,ZAC,Ing. Juli·n Adame Alatorre Zac.,28.1
-103.56,22.31,MRSZC,ZAC,Monte Escobedo Zac.,25.0
-102.8,22.35,PALZC,ZAC,Palomas Zac.,24.1
-101.92,22.52,VGOZC,ZAC,Villa Gonz·lez Ortega Zac.,26.4
-102.04,22.67,ELSZC,ZAC,El Saladillo Zac.,26.0
-103.6,22.69,LFLZC,ZAC,La Florida Zac.,30.3
-102.51,22.75,GPEZC,ZAC,Guadalupe Zac.,26.1
-103.38,22.85,LOBZC,ZAC,Manuel Felgueres Zac.,25.7
-103.11,22.92,STRZC,ZAC,Santa Rosa Zac.,25.8
-102.66,23,LLBZC,ZAC,Llano Blanco Zac.,26.4
-102.89,23.17,FREZC,ZAC,Fresnillo Zac.,26.4
-103.22,23.18,LREZC,ZAC,Gobernador Leobardo Reynoso Zac.,25.1
-103.1,23.69,ELCZC,ZAC,El Cazadero Zac.,27.9
-103.03,23.82,RGRZC,ZAC,RÌo Grande Zac.,28.9
-102.88,24.33,SFOZC,ZAC,San Francisco Zac.,30.4
-103.88,23.47,TCHZC,ZAC,Chalchihuites Zac.,24.9
-103.4,24.28,JALZC,ZAC,Juan Aldama Zac.,24.5
-103.46,21.47,TGOZC,ZAC,Te˙l de Gonz·lez Ortega Zac.,28.2
-103.09,21.93,GJAZC,ZAC,General JoaquÌn Amaro Zac.,22.9
-103.11,21.4,JCHZC,ZAC,Juchipila Zac.,31.0
-102.9,21.71,PMOZC,ZAC,Los MoraleÒos Zac.,32.0
-101.99,22.26,LORZC,ZAC,Loreto Zac.,25.4
-103.5,22.33,STEZC,ZAC,Independencia Nacional Zac.,30.4
-102.57,22.78,LBUZC,ZAC,Observatorio de Zacatecas Zac.,19.2
-103.64,23.64,SOMZC,ZAC,Observatorio de Sombrerete Zac.,25.0
-102.68,22.9,MMZC,ZAC,Aeropuerto Internacional de Zacatecas Zac.*,23.4
-101.72,22.35,VHGZC,ZAC,Villa Hidalgo Zac.,25.1
-102.73,23.6,CFPZC,ZAC,CaÒitas de Felipe Pescador Zac,26.6
-101.71,24.62,70640,ZAC,EM Presa de Jales M. PeÒasquito Zac.,26.9
-101.8,24.63,70600,ZAC,EM Pista M. PeÒasquito Zac.,28.8
-101.71,24.65,70620,ZAC,EM Planta de ”xidos M. PeÒasquito Zac.,27.1
-103.36,21.21,MORZC,ZAC,Mezquital del Oro Zac.,28.8
-103.61,21.22,HITZC,ZAC,Huitzila Zac.,29.3
-102.79,21.56,TLAZC,ZAC,Tlalchichila Zac.,23.1
-102.62,24.98,NTAZC,ZAC,Nuevo Tampico Zac.,33.4
-102.35,23.29,VCOZC,ZAC,Villa de Cos Zac.,26.3
-102.25,22.44,LMOZC,ZAC,Luis Moya Zac.,26.8
-103,22.64,JERZC,ZAC,Jerez Zac.,27.6
-103.05,21.61,SANTODOMINGOINI,ZAC,Santo Domingo Zac. INIFAP*,29.9
-103.33,21.64,CBTATEPECHITLAN,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario Tepechitl·n Zac. INIFAP*,28.4
-103.31,21.93,MOMAX,ZAC,Momax Zac. INIFAP*,28.3
-102,22.28,LORETO,ZAC,Loreto Zac. INIFAP*,25.4
-101.62,22.28,LAVICTORIAZC,ZAC,La Victoria Zac. INIFAP*,22.7
-102.88,22.31,VLLLANUEVA,ZAC,Villanueva Zac. INIFAP*,27.4
-102.29,22.52,ELALPINO,ZAC,El Alpino Zac. INIFAP*,24.8
-101.98,22.52,ESTDEANIMAS,ZAC,Estancia de AÅnimas Zac. INIFAP*,24.3
-103.04,22.54,SANTAFEZC,ZAC,Santa Fe Zac. INIFAP*,26.3
-102.07,22.69,ELSALADILLO,ZAC,El Saladillo Zac. INIFAP*,24.6
-102.98,22.7,SANTARITA,ZAC,Santa Rita Zac. INIFAP*,25.2
-102.32,22.72,LASARCINAS,ZAC,Las Arcinas Zac. INIFAP*,24.6
-102.69,22.72,UAAGRONOMIA,ZAC,Unidad AcadÈmica de AgronomÌa Zac. INIFAP*,24.1
-102.51,22.76,UABIOLOGIA,ZAC,Unidad AcadÈmica de BiologÌa Zac. INIFAP*,23.3
-103.57,22.78,CBTAVALPARAISO,ZAC,Centro de Bachillerato TecnolÛgico Agropecuario ValparaÌso Zac. INIFAP*,27.6
-103.15,22.85,PALMASALTAS,ZAC,Palmas Altas Zac. INIFAP*,23.3
-102.66,22.91,CEZAC,ZAC,Campo Experimental Zacatecas Zac. INIFAP*,23.9
-102.88,22.99,MESADEFUENTES,ZAC,Mesa de Fuentes Zac. INIFAP*,23.4
-102.27,23.04,CHAPARROSA,ZAC,Chaparrosa Zac. INIFAP*,26.1
-102.72,23.18,ELPARDILLO3,ZAC,El Pardillo 3 Zac. INIFAP*,26.0
-103.04,23.22,COLEMANCIPACION,ZAC,Colonia EmancipaciÛn Zac. INIFAP*,25.8
-103.34,23.23,ABREGO,ZAC,Abrego Zac. INIFAP*,24.7
-102.34,23.28,COBAEZVILLACOS,ZAC,Cobaez Villa de Cos Zac. INIFAP*,25.9
-102.93,23.39,RGRANDEZC,ZAC,Rancho Grande Zac. INIFAP*,25.7
-102.18,23.46,SIERRAVIEJA,ZAC,Sierra Vieja Zac. INIFAP*,26.4
-102.73,23.6,CANITAS,ZAC,CaÒitas Zac. INIFAP*,26.0
-103.73,23.72,PROVIDENCIAZC,ZAC,Providencia Zac. INIFAP*,22.9
-102.16,23.78,AGUANUEVAZC,ZAC,Agua Nueva Zac. INIFAP*,27.3
